Card,Colors,Notes,Image,Image URL
Unsummon,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Classic Blue bounce; return target creature to its owner's hand.,https://cards.scryfall.io/normal/front/2/8/2815d8e6-3668-4b9d-abe6-eca6a500707d.jpg?1775599822,https://cards.scryfall.io/normal/front/2/8/2815d8e6-3668-4b9d-abe6-eca6a500707d.jpg?1775599822
Future Sight,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),"Blue enchantment; play lands and cast spells off your top, paying normal costs.",https://cards.scryfall.io/normal/front/6/3/639cb483-ffe2-4abc-a050-5cdc8aebd5a2.jpg?1587844658,https://cards.scryfall.io/normal/front/6/3/639cb483-ffe2-4abc-a050-5cdc8aebd5a2.jpg?1587844658
Auramancer,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White Wizard; ETB returns an enchantment card from GY to hand.,https://cards.scryfall.io/normal/front/d/0/d0957032-6d98-4cac-889b-890e9bfe1f86.jpg?1726284550,https://cards.scryfall.io/normal/front/d/0/d0957032-6d98-4cac-889b-890e9bfe1f86.jpg?1726284550
Reanimate,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),The namesake Black sorcery; put a creature from any GY onto the battlefield.,https://cards.scryfall.io/normal/front/3/6/368b6903-5fc4-43e7-bd44-46b8107c8bb4.jpg?1738000013,https://cards.scryfall.io/normal/front/3/6/368b6903-5fc4-43e7-bd44-46b8107c8bb4.jpg?1738000013
Regrowth,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),Iconic Green spell; return ANY card from GY to hand.,https://cards.scryfall.io/normal/front/d/7/d771fc5d-b9a1-4637-8241-3f54616b64af.jpg?1562202155,https://cards.scryfall.io/normal/front/d/7/d771fc5d-b9a1-4637-8241-3f54616b64af.jpg?1562202155
Vampire Hexmage,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),Black Vampire; sacrifice to remove all counters from a permanent.,https://cards.scryfall.io/normal/front/9/7/97ec2e55-fa60-4ee1-b9c0-e6b84939697b.jpg?1599706094,https://cards.scryfall.io/normal/front/9/7/97ec2e55-fa60-4ee1-b9c0-e6b84939697b.jpg?1599706094
Time Ebb,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue sorcery; put target creature on top of its owner's library.,https://cards.scryfall.io/normal/front/c/0/c0161b6f-49a4-4dcd-87be-47ec2240eba6.jpg?1562431292,https://cards.scryfall.io/normal/front/c/0/c0161b6f-49a4-4dcd-87be-47ec2240eba6.jpg?1562431292
Sun Titan,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White Giant; returns any permanent (MV<=3) from GY to the battlefield.,https://cards.scryfall.io/normal/front/3/d/3d6eacf2-f6c7-4ede-b5a5-7463602699ae.jpg?1775940851,https://cards.scryfall.io/normal/front/3/d/3d6eacf2-f6c7-4ede-b5a5-7463602699ae.jpg?1775940851
Rule of Law,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White enchantment; sets a rule: each player can't cast more than one spell per turn.,https://cards.scryfall.io/normal/front/a/1/a1f4e79b-b103-4380-afa0-61a2b1773c9e.jpg?1592516198,https://cards.scryfall.io/normal/front/a/1/a1f4e79b-b103-4380-afa0-61a2b1773c9e.jpg?1592516198
Mystic Retrieval,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue sorcery; return an instant or sorcery card from GY to hand.,https://cards.scryfall.io/normal/front/8/0/806e5536-103b-4d6c-83b4-8659a55b25b5.jpg?1736467785,https://cards.scryfall.io/normal/front/8/0/806e5536-103b-4d6c-83b4-8659a55b25b5.jpg?1736467785
"Mystic Retrieval ",Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue sorcery; returns an instant or SORCERY card from GY to hand.,https://cards.scryfall.io/normal/front/8/0/806e5536-103b-4d6c-83b4-8659a55b25b5.jpg?1736467785,https://cards.scryfall.io/normal/front/8/0/806e5536-103b-4d6c-83b4-8659a55b25b5.jpg?1736467785
Tezzeret the Seeker,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue planeswalker; ultimate animates your artifacts into 5/5 creatures.,https://cards.scryfall.io/normal/front/c/f/cf339735-eb1a-46f0-8c3e-eae06f278eca.jpg?1562267436,https://cards.scryfall.io/normal/front/c/f/cf339735-eb1a-46f0-8c3e-eae06f278eca.jpg?1562267436
Disenchant,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White instant: destroy target artifact or enchantment; the staple artifact removal.,https://cards.scryfall.io/normal/front/7/a/7ac43e16-8b14-46f2-877a-600ea918766b.jpg?1730490776,https://cards.scryfall.io/normal/front/7/a/7ac43e16-8b14-46f2-877a-600ea918766b.jpg?1730490776
Cavern of Souls,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),Colorless land: chosen-type creature spells can't be countered; the famous uncounterable enabler.,https://cards.scryfall.io/normal/front/3/a/3aad15a2-8a1b-4460-9b06-e85863081878.jpg?1706884128,https://cards.scryfall.io/normal/front/3/a/3aad15a2-8a1b-4460-9b06-e85863081878.jpg?1706884128
Murder,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),"Black instant: destroy target creature, unconditional; the clean kill.",https://cards.scryfall.io/normal/front/2/c/2c249609-9cf7-46f1-b94c-9329add966bb.jpg?1726286259,https://cards.scryfall.io/normal/front/2/c/2c249609-9cf7-46f1-b94c-9329add966bb.jpg?1726286259
Sakashima the Impostor,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue legend copying a creature; blue's clone/temporary-copy identity.,https://cards.scryfall.io/normal/front/6/1/61dc2f54-3637-4caa-9741-36ff14dc5527.jpg?1562494177,https://cards.scryfall.io/normal/front/6/1/61dc2f54-3637-4caa-9741-36ff14dc5527.jpg?1562494177
Prey Upon,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),Green sorcery: your creature fights a target creature; the 'bite/fight' effect.,https://cards.scryfall.io/normal/front/0/e/0eb1b036-0856-4cfb-ace5-2731f13696bd.jpg?1547517733,https://cards.scryfall.io/normal/front/0/e/0eb1b036-0856-4cfb-ace5-2731f13696bd.jpg?1547517733
Propaganda,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue enchantment making opponents pay 2 per attacker; blue 'can't attack me' staple.,https://cards.scryfall.io/normal/front/a/c/ac943e31-26bc-4b54-b73f-460e6e402d86.jpg?1781100232,https://cards.scryfall.io/normal/front/a/c/ac943e31-26bc-4b54-b73f-460e6e402d86.jpg?1781100232
Snapcaster Mage,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue creature granting flashback to an instant/sorcery in your graveyard; cast-from-graveyard icon.,https://cards.scryfall.io/normal/front/2/2/22b36ad5-bf4d-436a-9c3c-fa4acd0052fe.jpg?1736551138,https://cards.scryfall.io/normal/front/2/2/22b36ad5-bf4d-436a-9c3c-fa4acd0052fe.jpg?1736551138
Languish,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),Black sorcery: all creatures get -4/-4; kills creatures with power/toughness in range (power-3+ board wipe).,https://cards.scryfall.io/normal/front/9/b/9b53ce1b-9353-42ad-89a0-36e907ba576a.jpg?1600714531,https://cards.scryfall.io/normal/front/9/b/9b53ce1b-9353-42ad-89a0-36e907ba576a.jpg?1600714531
Diabolic Edict,Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),Black instant: target player sacrifices a creature (controller chooses); compensated/edict removal.,https://cards.scryfall.io/normal/front/4/e/4eabbed2-1399-4cf1-9eba-b53c56caced4.jpg?1591104828,https://cards.scryfall.io/normal/front/4/e/4eabbed2-1399-4cf1-9eba-b53c56caced4.jpg?1591104828
Counterspell,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue instant: counter target spell; the namesake counterspell.,https://cards.scryfall.io/normal/front/4/f/4f616706-ec97-4923-bb1e-11a69fbaa1f8.jpg?1751282477,https://cards.scryfall.io/normal/front/4/f/4f616706-ec97-4923-bb1e-11a69fbaa1f8.jpg?1751282477
Spreading Seas,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue Aura turning enchanted land into an Island; the classic land-type changer.,https://cards.scryfall.io/normal/front/3/7/37454c1c-4098-4ac2-884e-3f65f1384bdb.jpg?1562611277,https://cards.scryfall.io/normal/front/3/7/37454c1c-4098-4ac2-884e-3f65f1384bdb.jpg?1562611277
Platinum Angel,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),White (artifact) angel: you can't lose and opponents can't win while it lives.,https://cards.scryfall.io/normal/front/c/a/ca7f4fd6-e268-4d15-bfbf-d9f0f95864fc.jpg?1576383285,https://cards.scryfall.io/normal/front/c/a/ca7f4fd6-e268-4d15-bfbf-d9f0f95864fc.jpg?1576383285
Vengeance,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White sorcery: destroy a creature that dealt damage to you this turn; white retribution.,https://cards.scryfall.io/normal/front/3/1/314e7a88-d721-490f-8b62-23ce58092be8.jpg?1562733333,https://cards.scryfall.io/normal/front/3/1/314e7a88-d721-490f-8b62-23ce58092be8.jpg?1562733333
Reprisal,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White instant: destroy target attacking or blocking creature; white combat removal.,https://cards.scryfall.io/normal/front/3/4/343baad1-dd58-4d64-9b0a-258618094ceb.jpg?1593095328,https://cards.scryfall.io/normal/front/3/4/343baad1-dd58-4d64-9b0a-258618094ceb.jpg?1593095328
Primeval Titan,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),Green Titan that fetches lands; green counts/ramps lands better than any color.,https://cards.scryfall.io/normal/front/6/d/6d5537da-112e-4679-a113-b5d7ce32a66b.jpg?1562850064,https://cards.scryfall.io/normal/front/6/d/6d5537da-112e-4679-a113-b5d7ce32a66b.jpg?1562850064
Living Lands,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),Green enchantment turning all Forests into 1/1 creatures; classic land animation.,https://cards.scryfall.io/normal/front/7/9/797577e4-9635-4544-a024-88c8deb9588a.jpg?1562923651,https://cards.scryfall.io/normal/front/7/9/797577e4-9635-4544-a024-88c8deb9588a.jpg?1562923651
Opalescence,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White enchantment that turns your other non-Aura enchantments into creatures.,https://cards.scryfall.io/normal/front/3/c/3c0071fb-afa5-47b5-b266-2b10a4f5a98a.jpg?1562443752,https://cards.scryfall.io/normal/front/3/c/3c0071fb-afa5-47b5-b266-2b10a4f5a98a.jpg?1562443752
Smite the Monstrous,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White instant: destroy target creature with power 4 or greater; white removes the big ones.,https://cards.scryfall.io/normal/front/9/c/9c103163-31b7-4d25-aa2c-02ca082ee1bf.jpg?1604193448,https://cards.scryfall.io/normal/front/9/c/9c103163-31b7-4d25-aa2c-02ca082ee1bf.jpg?1604193448
Invisible Stalker,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue creature with hexproof and can't be blocked; the iconic unblockable threat.,https://cards.scryfall.io/normal/front/1/4/14d265aa-c1d8-4faa-b282-5c273ab725fd.jpg?1604192456,https://cards.scryfall.io/normal/front/1/4/14d265aa-c1d8-4faa-b282-5c273ab725fd.jpg?1604192456
Reckless Charge,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),Red sorcery: target creature gets +3/+0 and haste; red +N/+0 spell with flashback.,https://cards.scryfall.io/normal/front/1/7/1754a8db-060e-470f-94c0-37f12d82978a.jpg?1562201950,https://cards.scryfall.io/normal/front/1/7/1754a8db-060e-470f-94c0-37f12d82978a.jpg?1562201950
Hardened Scales,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),Green enchantment adding extra +1/+1 counters; archetypal counters-matter card.,https://cards.scryfall.io/normal/front/9/9/99cfd1a8-49fd-4cc0-96f2-f9f159ce5d55.jpg?1775941505,https://cards.scryfall.io/normal/front/9/9/99cfd1a8-49fd-4cc0-96f2-f9f159ce5d55.jpg?1775941505
Goblin Bushwhacker,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),Red creature that can pump your team +1/+0; red one-shot aggressive pump creature.,https://cards.scryfall.io/normal/front/4/0/4085a5bf-a71b-4c73-9b39-0dcc328fe11b.jpg?1562611583,https://cards.scryfall.io/normal/front/4/0/4085a5bf-a71b-4c73-9b39-0dcc328fe11b.jpg?1562611583
Plummet,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),Green instant: destroy target creature with flying; green's classic anti-flyer.,https://cards.scryfall.io/normal/front/5/4/5469e696-bbf1-43e3-9c25-fe089b36caed.jpg?1636224615,https://cards.scryfall.io/normal/front/5/4/5469e696-bbf1-43e3-9c25-fe089b36caed.jpg?1636224615
Door to Nothingness,"White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21), Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21), Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21), Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21), Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21)",Five-color artifact; sacrifice to make target player lose (the opponent-can't-win line).,https://cards.scryfall.io/normal/front/5/7/57877b1c-e91d-4941-81bd-008dff1272ed.jpg?1562554053,https://cards.scryfall.io/normal/front/5/7/57877b1c-e91d-4941-81bd-008dff1272ed.jpg?1562554053
Ethereal Armor,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White Aura granting +1/+1 per enchantment plus first strike; iconic +N/+N aura.,https://cards.scryfall.io/normal/front/f/d/fd0e8a82-0201-483e-a976-5f29764b35a4.jpg?1779017995,https://cards.scryfall.io/normal/front/f/d/fd0e8a82-0201-483e-a976-5f29764b35a4.jpg?1779017995
Sleep,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue sorcery taps all of one opponent's creatures and keeps them tapped a turn; blue 'punish tapped' control.,https://cards.scryfall.io/normal/front/e/0/e0c53e64-69cf-4296-8a1e-f8817f25c0b4.jpg?1562304807,https://cards.scryfall.io/normal/front/e/0/e0c53e64-69cf-4296-8a1e-f8817f25c0b4.jpg?1562304807
Sculpting Steel,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),Artifact entering as a permanent copy of any artifact; iconic permanent copying.,https://cards.scryfall.io/normal/front/d/1/d1958f01-77e9-4976-b7f8-f9b62aa78edc.jpg?1697184333,https://cards.scryfall.io/normal/front/d/1/d1958f01-77e9-4976-b7f8-f9b62aa78edc.jpg?1697184333
"Gonti, Lord of Luxury",Black (https://app.notion.com/p/Black-385f1559c99b81159969d6f2ba866779?pvs=21),Black creature: exile a card from an opponent's library and you may cast it; black exile/graveyard theft.,https://cards.scryfall.io/normal/front/f/b/fbbb3aef-af1f-4b77-b7d6-64cfd706a9d9.jpg?1712393017,https://cards.scryfall.io/normal/front/f/b/fbbb3aef-af1f-4b77-b7d6-64cfd706a9d9.jpg?1712393017
Stifle,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),Blue instant: counter target activated or triggered ability.,https://cards.scryfall.io/normal/front/6/1/616d1b20-61c1-4d39-a9b5-ad9fd61699e4.jpg?1562865442,https://cards.scryfall.io/normal/front/6/1/616d1b20-61c1-4d39-a9b5-ad9fd61699e4.jpg?1562865442
Brainstorm,Blue (https://app.notion.com/p/Blue-385f1559c99b81ad8f01d3f8ad7be42e?pvs=21),"Blue instant: draw three, put two back; the definitive card-filtering spell.",https://cards.scryfall.io/normal/front/b/5/b5545882-6963-4729-b2c6-fb4bdc75ffcc.jpg?1764118762,https://cards.scryfall.io/normal/front/b/5/b5545882-6963-4729-b2c6-fb4bdc75ffcc.jpg?1764118762
Wrath of God,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White sorcery: destroy all creatures; the archetypal board wipe.,https://cards.scryfall.io/normal/front/5/3/537d2b05-3f52-45d6-8fe3-26282085d0c6.jpg?1697121198,https://cards.scryfall.io/normal/front/5/3/537d2b05-3f52-45d6-8fe3-26282085d0c6.jpg?1697121198
Marshal's Anthem,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),"White enchantment that returns a creature card from your graveyard, including ones that died this turn.",https://cards.scryfall.io/normal/front/7/c/7c84cbf6-cab0-4b53-ab60-470ade5c3654.jpg?1712354084,https://cards.scryfall.io/normal/front/7/c/7c84cbf6-cab0-4b53-ab60-470ade5c3654.jpg?1712354084
Painter's Servant,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),Colorless artifact creature making all cards a chosen color; the definitive color-changer.,https://cards.scryfall.io/normal/front/b/e/be407a81-b25a-4e5d-845e-be0cc0d18db8.jpg?1770144863,https://cards.scryfall.io/normal/front/b/e/be407a81-b25a-4e5d-845e-be0cc0d18db8.jpg?1770144863
Slaughter the Strong,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White sorcery: each player keeps creatures totaling power 4 then sacrifices the rest; targeted-style wipe.,https://cards.scryfall.io/normal/front/9/b/9b4a42d9-4568-414d-8caf-9a7c33073059.jpg?1744479454,https://cards.scryfall.io/normal/front/9/b/9b4a42d9-4568-414d-8caf-9a7c33073059.jpg?1744479454
Pacifism,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White Aura: enchanted creature can't attack or block; classic white pacification.,https://cards.scryfall.io/normal/front/4/3/433eed50-81af-4a59-b624-57b6f5f1bb0f.jpg?1780925747,https://cards.scryfall.io/normal/front/4/3/433eed50-81af-4a59-b624-57b6f5f1bb0f.jpg?1780925747
Trumpet Blast,Red (https://app.notion.com/p/Red-385f1559c99b81ad809afb2dead490e9?pvs=21),Red instant: attacking creatures get +2/+0; red one-shot team +N/+0.,https://cards.scryfall.io/normal/front/c/6/c676a5b0-bd46-46b3-b71b-a50b86c9b0bd.jpg?1562304321,https://cards.scryfall.io/normal/front/c/6/c676a5b0-bd46-46b3-b71b-a50b86c9b0bd.jpg?1562304321
Dictate of Heliod,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White enchantment with flash: creatures you control get +2/+2; ongoing white team anthem.,https://cards.scryfall.io/normal/front/f/9/f964c561-96ac-4558-b46e-ba2c472d5807.jpg?1562711717,https://cards.scryfall.io/normal/front/f/9/f964c561-96ac-4558-b46e-ba2c472d5807.jpg?1562711717
Glorious Anthem,White (https://app.notion.com/p/White-385f1559c99b814186a1e434ab788b13?pvs=21),White enchantment: creatures you control get +1/+1; archetypal ongoing team anthem.,https://cards.scryfall.io/normal/front/1/7/17d154d3-7ae5-43ff-9978-d974285e2c89.jpg?1594734982,https://cards.scryfall.io/normal/front/1/7/17d154d3-7ae5-43ff-9978-d974285e2c89.jpg?1594734982
Wall of Roots,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),Green defensive creature with high toughness; green +0/+N defensive body.,https://cards.scryfall.io/normal/front/e/4/e4e7d3b7-9b0c-463d-975c-ef81d7fd8dad.jpg?1743207065,https://cards.scryfall.io/normal/front/e/4/e4e7d3b7-9b0c-463d-975c-ef81d7fd8dad.jpg?1743207065
Spidery Grasp,Green (https://app.notion.com/p/Green-385f1559c99b81ad8180d89fdd7dc9cf?pvs=21),Green instant: untap and +2/+4 with reach; green toughness-heavy combat trick.,https://cards.scryfall.io/normal/front/1/d/1dc24c93-2670-47c0-bb15-d1fff0fd19eb.jpg?1576267428,https://cards.scryfall.io/normal/front/1/d/1dc24c93-2670-47c0-bb15-d1fff0fd19eb.jpg?1576267428
Stuffy Doll,Colorless (https://app.notion.com/p/Colorless-385f1559c99b811ead5fea102e2598e7?pvs=21),Colorless artifact creature: damage dealt to it is redirected to a chosen player; iconic redirection.,https://cards.scryfall.io/normal/front/9/7/978c2c7d-6898-4be2-aed7-e673210ce654.jpg?1674142741,https://cards.scryfall.io/normal/front/9/7/978c2c7d-6898-4be2-aed7-e673210ce654.jpg?1674142741
